inquiry_id,received_at,completed_at,operator_id,operator_name,channel,inquiry_text,category,resolution,escalation,source_file,response_minutes,is_resolved,is_escalated
INQ-00486,2024-01-28 16:28,2024-01-28 16:54,OP-08,中村,SNS,故障している,製品不具合,未解決,0,03_問い合わせログ_C_202401.csv,26,0,0
INQ-00487,2024-01-15 09:20,2024-01-15 11:58,OP-08,中村,SNS,製品が壊れた,製品不具合,未解決,0,03_問い合わせログ_C_202401.csv,158,0,0
INQ-00488,2024-01-07 13:11,2024-01-07 13:26,OP-01,田中,電話,故障している,製品不具合,エスカレ済,1,03_問い合わせログ_C_202401.csv,15,0,1
INQ-00489,2024-01-01 10:53,2024-01-01 11:04,OP-02,鈴木,メール,料金が間違っている,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,11,1,0
INQ-00490,2024-01-04 09:25,2024-01-04 10:11,OP-03,佐藤,チャット,その他の問い合わせ,その他,解決済,0,03_問い合わせログ_C_202401.csv,46,1,0
INQ-00491,2024-01-03 10:39,2024-01-03 10:58,OP-04,高橋,メール,how to use,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,19,1,0
INQ-00492,2024-01-27 12:21,2024-01-27 12:37,OP-07,山本,メール,課金について質問,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,16,1,0
INQ-00493,2024-01-17 12:20,2024-01-17 13:27,OP-07,山本,メール,不具合が発生した,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,67,1,0
INQ-00494,2024-01-09 12:12,2024-01-09 12:40,OP-02,鈴木,メール,製品が壊れた,製品不具合,未解決,0,03_問い合わせログ_C_202401.csv,28,0,0
INQ-00495,2024-01-02 17:41,2024-01-02 17:51,OP-08,中村,SNS,エラーが出て動かない,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,10,1,0
INQ-00496,2024-01-04 09:06,2024-01-04 09:11,OP-07,山本,電話,設定のやり方,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,5,1,0
INQ-00497,2024-01-13 10:11,2024-01-13 10:42,OP-03,佐藤,チャット,不具合が発生した,製品不具合,エスカレ済,1,03_問い合わせログ_C_202401.csv,31,0,1
INQ-00498,2024-01-27 09:49,2024-01-27 10:35,OP-02,鈴木,チャット,その他,その他,解決済,0,03_問い合わせログ_C_202401.csv,46,1,0
INQ-00499,2024-01-05 17:26,2024-01-05 18:16,OP-02,鈴木,メール,料金が間違っている,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,50,1,0
INQ-00500,2024-01-02 09:19,2024-01-02 09:39,OP-03,佐藤,SNS,how to use,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,20,1,0
