staff_id,name,store_id,employment_type,hourly_wage,work_date,clock_in,clock_out,break_minutes,work_hours,late_night,base_wage,late_night_premium,total_wage,overtime_hours,source_file
R003-S06,スタッフR00306,R003_池袋店,アルバイト,1099,2024-01-12,13:00,19:48,45,6.8,False,7473.2,0.0,7473.2,0.0,shift_R003_202401.csv
R003-S08,スタッフR00308,R003_池袋店,社員,2006,2024-01-12,10:30,16:54,45,6.4,False,12838.4,0.0,12838.4,0.0,shift_R003_202401.csv
R003-S09,スタッフR00309,R003_池袋店,アルバイト,1197,2024-01-12,13:30,18:30,0,5.0,False,5985.0,0.0,5985.0,0.0,shift_R003_202401.csv
R003-S11,スタッフR00311,R003_池袋店,アルバイト,1116,2024-01-12,16:30,21:30,0,5.0,False,5580.0,0.0,5580.0,0.0,shift_R003_202401.csv
R003-S12,スタッフR00312,R003_池袋店,アルバイト,1094,2024-01-12,19:00,00:36,0,5.6,True,6126.4,1531.6,7658.0,0.0,shift_R003_202401.csv
R003-S13,スタッフR00313,R003_池袋店,アルバイト,1154,2024-01-12,10:00,15:36,0,5.6,False,6462.4,0.0,6462.4,0.0,shift_R003_202401.csv
R003-S14,スタッフR00314,R003_池袋店,アルバイト,1179,2024-01-12,21:00,02:48,0,5.8,True,6838.2,1709.55,8547.75,0.0,shift_R003_202401.csv
R003-S15,スタッフR00315,R003_池袋店,アルバイト,1077,2024-01-12,20:00,23:54,0,3.9,True,4200.3,1050.08,5250.38,0.0,shift_R003_202401.csv
R003-S16,スタッフR00316,R003_池袋店,パート,1243,2024-01-12,14:30,19:48,0,5.3,False,6587.9,0.0,6587.9,0.0,shift_R003_202401.csv
R003-S17,スタッフR00317,R003_池袋店,社員,1837,2024-01-12,11:00,17:24,45,6.4,False,11756.8,0.0,11756.8,0.0,shift_R003_202401.csv
R003-S18,スタッフR00318,R003_池袋店,アルバイト,1178,2024-01-12,17:30,21:00,0,3.5,False,4123.0,0.0,4123.0,0.0,shift_R003_202401.csv
R003-S19,スタッフR00319,R003_池袋店,パート,1175,2024-01-12,12:00,17:00,0,5.0,False,5875.0,0.0,5875.0,0.0,shift_R003_202401.csv
R003-S20,スタッフR00320,R003_池袋店,アルバイト,1137,2024-01-12,10:00,15:18,0,5.3,False,6026.1,0.0,6026.1,0.0,shift_R003_202401.csv
R003-S01,スタッフR00301,R003_池袋店,パート,1249,2024-01-13,13:30,17:00,0,3.5,False,4371.5,0.0,4371.5,0.0,shift_R003_202401.csv
R003-S02,スタッフR00302,R003_池袋店,アルバイト,1139,2024-01-13,20:00,02:36,45,6.6,True,7517.4,1879.35,9396.75,0.0,shift_R003_202401.csv
R003-S05,スタッフR00305,R003_池袋店,アルバイト,1107,2024-01-13,15:00,20:36,0,5.6,False,6199.2,0.0,6199.2,0.0,shift_R003_202401.csv
R003-S06,スタッフR00306,R003_池袋店,アルバイト,1099,2024-01-13,18:00,22:54,0,4.9,True,5385.1,1346.28,6731.38,0.0,shift_R003_202401.csv
R003-S07,スタッフR00307,R003_池袋店,アルバイト,1166,2024-01-13,12:30,18:18,0,5.8,False,6762.8,0.0,6762.8,0.0,shift_R003_202401.csv
R003-S08,スタッフR00308,R003_池袋店,社員,2006,2024-01-13,09:00,16:18,45,7.3,False,14643.8,0.0,14643.8,0.0,shift_R003_202401.csv
R003-S10,スタッフR00310,R003_池袋店,アルバイト,1051,2024-01-13,16:30,21:00,0,4.5,False,4729.5,0.0,4729.5,0.0,shift_R003_202401.csv
R003-S11,スタッフR00311,R003_池袋店,アルバイト,1116,2024-01-13,17:30,23:36,45,6.1,True,6807.6,1701.9,8509.5,0.0,shift_R003_202401.csv
R003-S14,スタッフR00314,R003_池袋店,アルバイト,1179,2024-01-13,19:30,22:36,0,3.1,True,3654.9,913.72,4568.62,0.0,shift_R003_202401.csv
R003-S15,スタッフR00315,R003_池袋店,アルバイト,1077,2024-01-13,17:00,23:00,45,6.0,True,6462.0,1615.5,8077.5,0.0,shift_R003_202401.csv
R003-S16,スタッフR00316,R003_池袋店,パート,1243,2024-01-13,13:30,18:48,0,5.3,False,6587.9,0.0,6587.9,0.0,shift_R003_202401.csv
R003-S17,スタッフR00317,R003_池袋店,社員,1837,2024-01-13,11:00,15:12,0,4.2,False,7715.4,0.0,7715.4,0.0,shift_R003_202401.csv
R003-S18,スタッフR00318,R003_池袋店,アルバイト,1178,2024-01-13,19:00,22:12,0,3.2,True,3769.6,942.4,4712.0,0.0,shift_R003_202401.csv
R003-S20,スタッフR00320,R003_池袋店,アルバイト,1137,2024-01-13,10:00,17:18,45,7.3,False,8300.1,0.0,8300.1,0.0,shift_R003_202401.csv
R003-S01,スタッフR00301,R003_池袋店,パート,1249,2024-01-14,19:30,00:12,0,4.7,True,5870.3,1467.58,7337.88,0.0,shift_R003_202401.csv
R003-S04,スタッフR00304,R003_池袋店,アルバイト,1120,2024-01-14,12:30,18:36,45,6.1,False,6832.0,0.0,6832.0,0.0,shift_R003_202401.csv
R003-S05,スタッフR00305,R003_池袋店,アルバイト,1107,2024-01-14,19:00,02:48,45,7.8,True,8634.6,2158.65,10793.25,0.0,shift_R003_202401.csv
R003-S06,スタッフR00306,R003_池袋店,アルバイト,1099,2024-01-14,15:00,18:30,0,3.5,False,3846.5,0.0,3846.5,0.0,shift_R003_202401.csv
R003-S07,スタッフR00307,R003_池袋店,アルバイト,1166,2024-01-14,15:30,22:36,45,7.1,True,8278.6,2069.65,10348.25,0.0,shift_R003_202401.csv
R003-S08,スタッフR00308,R003_池袋店,社員,2006,2024-01-14,11:00,15:30,0,4.5,False,9027.0,0.0,9027.0,0.0,shift_R003_202401.csv
R003-S10,スタッフR00310,R003_池袋店,アルバイト,1051,2024-01-14,14:30,20:06,0,5.6,False,5885.6,0.0,5885.6,0.0,shift_R003_202401.csv
R003-S11,スタッフR00311,R003_池袋店,アルバイト,1116,2024-01-14,21:00,03:06,45,6.1,True,6807.6,1701.9,8509.5,0.0,shift_R003_202401.csv
R003-S13,スタッフR00313,R003_池袋店,アルバイト,1154,2024-01-14,20:00,01:24,0,5.4,True,6231.6,1557.9,7789.5,0.0,shift_R003_202401.csv
R003-S14,スタッフR00314,R003_池袋店,アルバイト,1179,2024-01-14,21:30,02:36,0,5.1,True,6012.9,1503.22,7516.12,0.0,shift_R003_202401.csv
R003-S15,スタッフR00315,R003_池袋店,アルバイト,1077,2024-01-14,14:30,22:06,45,7.6,True,8185.2,2046.3,10231.5,0.0,shift_R003_202401.csv
R003-S16,スタッフR00316,R003_池袋店,パート,1243,2024-01-14,17:30,23:00,0,5.5,True,6836.5,1709.12,8545.62,0.0,shift_R003_202401.csv
R003-S17,スタッフR00317,R003_池袋店,社員,1837,2024-01-14,11:00,17:30,45,6.5,False,11940.5,0.0,11940.5,0.0,shift_R003_202401.csv
R003-S18,スタッフR00318,R003_池袋店,アルバイト,1178,2024-01-14,10:00,13:06,0,3.1,False,3651.8,0.0,3651.8,0.0,shift_R003_202401.csv
R003-S19,スタッフR00319,R003_池袋店,パート,1175,2024-01-14,11:00,18:00,45,7.0,False,8225.0,0.0,8225.0,0.0,shift_R003_202401.csv
R003-S20,スタッフR00320,R003_池袋店,アルバイト,1137,2024-01-14,16:00,20:42,0,4.7,False,5343.9,0.0,5343.9,0.0,shift_R003_202401.csv
R003-S01,スタッフR00301,R003_池袋店,パート,1249,2024-01-15,20:00,23:06,0,3.1,True,3871.9,967.98,4839.88,0.0,shift_R003_202401.csv
R003-S02,スタッフR00302,R003_池袋店,アルバイト,1139,2024-01-15,14:30,21:30,45,7.0,False,7973.0,0.0,7973.0,0.0,shift_R003_202401.csv
R003-S03,スタッフR00303,R003_池袋店,アルバイト,1138,2024-01-15,18:30,01:18,45,6.8,True,7738.4,1934.6,9673.0,0.0,shift_R003_202401.csv
R003-S05,スタッフR00305,R003_池袋店,アルバイト,1107,2024-01-15,16:00,23:12,45,7.2,True,7970.4,1992.6,9963.0,0.0,shift_R003_202401.csv
R003-S07,スタッフR00307,R003_池袋店,アルバイト,1166,2024-01-15,20:30,04:06,45,7.6,True,8861.6,2215.4,11077.0,0.0,shift_R003_202401.csv
R003-S08,スタッフR00308,R003_池袋店,社員,2006,2024-01-15,11:00,16:24,0,5.4,False,10832.4,0.0,10832.4,0.0,shift_R003_202401.csv
R003-S09,スタッフR00309,R003_池袋店,アルバイト,1197,2024-01-15,18:30,23:48,0,5.3,True,6344.1,1586.02,7930.12,0.0,shift_R003_202401.csv
R003-S10,スタッフR00310,R003_池袋店,アルバイト,1051,2024-01-15,21:00,04:12,45,7.2,True,7567.2,1891.8,9459.0,0.0,shift_R003_202401.csv
R003-S11,スタッフR00311,R003_池袋店,アルバイト,1116,2024-01-15,21:30,03:18,0,5.8,True,6472.8,1618.2,8091.0,0.0,shift_R003_202401.csv
R003-S13,スタッフR00313,R003_池袋店,アルバイト,1154,2024-01-15,15:30,18:48,0,3.3,False,3808.2,0.0,3808.2,0.0,shift_R003_202401.csv
R003-S15,スタッフR00315,R003_池袋店,アルバイト,1077,2024-01-15,15:30,21:36,45,6.1,False,6569.7,0.0,6569.7,0.0,shift_R003_202401.csv
R003-S16,スタッフR00316,R003_池袋店,パート,1243,2024-01-15,19:30,23:24,0,3.9,True,4847.7,1211.92,6059.62,0.0,shift_R003_202401.csv
R003-S17,スタッフR00317,R003_池袋店,社員,1837,2024-01-15,10:30,17:00,45,6.5,False,11940.5,0.0,11940.5,0.0,shift_R003_202401.csv
R003-S18,スタッフR00318,R003_池袋店,アルバイト,1178,2024-01-15,11:30,18:54,45,7.4,False,8717.2,0.0,8717.2,0.0,shift_R003_202401.csv
R003-S19,スタッフR00319,R003_池袋店,パート,1175,2024-01-15,14:00,19:36,0,5.6,False,6580.0,0.0,6580.0,0.0,shift_R003_202401.csv
R003-S01,スタッフR00301,R003_池袋店,パート,1249,2024-01-16,10:00,17:36,45,7.6,False,9492.4,0.0,9492.4,0.0,shift_R003_202401.csv
R003-S02,スタッフR00302,R003_池袋店,アルバイト,1139,2024-01-16,10:30,18:00,45,7.5,False,8542.5,0.0,8542.5,0.0,shift_R003_202401.csv
R003-S04,スタッフR00304,R003_池袋店,アルバイト,1120,2024-01-16,17:30,00:24,45,6.9,True,7728.0,1932.0,9660.0,0.0,shift_R003_202401.csv
R003-S06,スタッフR00306,R003_池袋店,アルバイト,1099,2024-01-16,18:00,22:00,0,4.0,True,4396.0,1099.0,5495.0,0.0,shift_R003_202401.csv
R003-S08,スタッフR00308,R003_池袋店,社員,2006,2024-01-16,11:00,14:00,0,3.0,False,6018.0,0.0,6018.0,0.0,shift_R003_202401.csv
R003-S09,スタッフR00309,R003_池袋店,アルバイト,1197,2024-01-16,20:00,00:42,0,4.7,True,5625.9,1406.48,7032.38,0.0,shift_R003_202401.csv
R003-S10,スタッフR00310,R003_池袋店,アルバイト,1051,2024-01-16,11:30,14:36,0,3.1,False,3258.1,0.0,3258.1,0.0,shift_R003_202401.csv
R003-S11,スタッフR00311,R003_池袋店,アルバイト,1116,2024-01-16,20:00,00:36,0,4.6,True,5133.6,1283.4,6417.0,0.0,shift_R003_202401.csv
R003-S13,スタッフR00313,R003_池袋店,アルバイト,1154,2024-01-16,15:30,21:54,45,6.4,False,7385.6,0.0,7385.6,0.0,shift_R003_202401.csv
R003-S14,スタッフR00314,R003_池袋店,アルバイト,1179,2024-01-16,12:30,16:06,0,3.6,False,4244.4,0.0,4244.4,0.0,shift_R003_202401.csv
R003-S15,スタッフR00315,R003_池袋店,アルバイト,1077,2024-01-16,18:00,22:00,0,4.0,True,4308.0,1077.0,5385.0,0.0,shift_R003_202401.csv
R003-S16,スタッフR00316,R003_池袋店,パート,1243,2024-01-16,15:30,19:12,0,3.7,False,4599.1,0.0,4599.1,0.0,shift_R003_202401.csv
R003-S17,スタッフR00317,R003_池袋店,社員,1837,2024-01-16,10:00,13:54,0,3.9,False,7164.3,0.0,7164.3,0.0,shift_R003_202401.csv
R003-S18,スタッフR00318,R003_池袋店,アルバイト,1178,2024-01-16,15:30,18:48,0,3.3,False,3887.4,0.0,3887.4,0.0,shift_R003_202401.csv
R003-S20,スタッフR00320,R003_池袋店,アルバイト,1137,2024-01-16,10:00,14:54,0,4.9,False,5571.3,0.0,5571.3,0.0,shift_R003_202401.csv
R003-S02,スタッフR00302,R003_池袋店,アルバイト,1139,2024-01-17,21:30,03:36,45,6.1,True,6947.9,1736.98,8684.88,0.0,shift_R003_202401.csv
R003-S03,スタッフR00303,R003_池袋店,アルバイト,1138,2024-01-17,13:00,20:54,45,7.9,False,8990.2,0.0,8990.2,0.0,shift_R003_202401.csv
R003-S04,スタッフR00304,R003_池袋店,アルバイト,1120,2024-01-17,17:00,20:30,0,3.5,False,3920.0,0.0,3920.0,0.0,shift_R003_202401.csv
R003-S05,スタッフR00305,R003_池袋店,アルバイト,1107,2024-01-17,21:30,01:00,0,3.5,True,3874.5,968.62,4843.12,0.0,shift_R003_202401.csv
R003-S06,スタッフR00306,R003_池袋店,アルバイト,1099,2024-01-17,20:30,01:54,0,5.4,True,5934.6,1483.65,7418.25,0.0,shift_R003_202401.csv
R003-S07,スタッフR00307,R003_池袋店,アルバイト,1166,2024-01-17,12:30,20:06,45,7.6,False,8861.6,0.0,8861.6,0.0,shift_R003_202401.csv
R003-S08,スタッフR00308,R003_池袋店,社員,2006,2024-01-17,11:30,18:24,45,6.9,False,13841.4,0.0,13841.4,0.0,shift_R003_202401.csv
R003-S09,スタッフR00309,R003_池袋店,アルバイト,1197,2024-01-17,17:30,20:42,0,3.2,False,3830.4,0.0,3830.4,0.0,shift_R003_202401.csv
R003-S10,スタッフR00310,R003_池袋店,アルバイト,1051,2024-01-17,15:30,20:48,0,5.3,False,5570.3,0.0,5570.3,0.0,shift_R003_202401.csv
R003-S12,スタッフR00312,R003_池袋店,アルバイト,1094,2024-01-17,19:00,00:30,0,5.5,True,6017.0,1504.25,7521.25,0.0,shift_R003_202401.csv
R003-S13,スタッフR00313,R003_池袋店,アルバイト,1154,2024-01-17,21:00,01:36,0,4.6,True,5308.4,1327.1,6635.5,0.0,shift_R003_202401.csv
R003-S14,スタッフR00314,R003_池袋店,アルバイト,1179,2024-01-17,14:30,19:30,0,5.0,False,5895.0,0.0,5895.0,0.0,shift_R003_202401.csv
R003-S15,スタッフR00315,R003_池袋店,アルバイト,1077,2024-01-17,19:00,00:42,0,5.7,True,6138.9,1534.72,7673.62,0.0,shift_R003_202401.csv
R003-S16,スタッフR00316,R003_池袋店,パート,1243,2024-01-17,16:00,20:42,0,4.7,False,5842.1,0.0,5842.1,0.0,shift_R003_202401.csv
R003-S17,スタッフR00317,R003_池袋店,社員,1837,2024-01-17,11:30,18:24,45,6.9,False,12675.3,0.0,12675.3,0.0,shift_R003_202401.csv
R003-S18,スタッフR00318,R003_池袋店,アルバイト,1178,2024-01-17,15:00,18:54,0,3.9,False,4594.2,0.0,4594.2,0.0,shift_R003_202401.csv
R003-S19,スタッフR00319,R003_池袋店,パート,1175,2024-01-17,21:30,01:06,0,3.6,True,4230.0,1057.5,5287.5,0.0,shift_R003_202401.csv
R003-S20,スタッフR00320,R003_池袋店,アルバイト,1137,2024-01-17,15:00,22:06,45,7.1,True,8072.7,2018.18,10090.88,0.0,shift_R003_202401.csv
R003-S01,スタッフR00301,R003_池袋店,パート,1249,2024-01-18,16:00,22:00,45,6.0,True,7494.0,1873.5,9367.5,0.0,shift_R003_202401.csv
R003-S02,スタッフR00302,R003_池袋店,アルバイト,1139,2024-01-18,19:30,00:06,0,4.6,True,5239.4,1309.85,6549.25,0.0,shift_R003_202401.csv
R003-S03,スタッフR00303,R003_池袋店,アルバイト,1138,2024-01-18,10:00,14:05,0,4.1,False,4665.8,0.0,4665.8,0.0,shift_R003_202401.csv
R003-S05,スタッフR00305,R003_池袋店,アルバイト,1107,2024-01-18,20:00,02:48,45,6.8,True,7527.6,1881.9,9409.5,0.0,shift_R003_202401.csv
R003-S06,スタッフR00306,R003_池袋店,アルバイト,1099,2024-01-18,17:30,22:24,0,4.9,True,5385.1,1346.28,6731.38,0.0,shift_R003_202401.csv
R003-S07,スタッフR00307,R003_池袋店,アルバイト,1166,2024-01-18,13:00,19:24,45,6.4,False,7462.4,0.0,7462.4,0.0,shift_R003_202401.csv
R003-S08,スタッフR00308,R003_池袋店,社員,2006,2024-01-18,11:30,19:06,45,7.6,False,15245.6,0.0,15245.6,0.0,shift_R003_202401.csv
R003-S09,スタッフR00309,R003_池袋店,アルバイト,1197,2024-01-18,21:30,05:30,60,8.0,True,9576.0,2394.0,11970.0,0.0,shift_R003_202401.csv
R003-S10,スタッフR00310,R003_池袋店,アルバイト,1051,2024-01-18,19:30,02:42,45,7.2,True,7567.2,1891.8,9459.0,0.0,shift_R003_202401.csv
R003-S11,スタッフR00311,R003_池袋店,アルバイト,1116,2024-01-18,10:30,18:00,45,7.5,False,8370.0,0.0,8370.0,0.0,shift_R003_202401.csv
R003-S12,スタッフR00312,R003_池袋店,アルバイト,1094,2024-01-18,10:30,14:00,0,3.5,False,3829.0,0.0,3829.0,0.0,shift_R003_202401.csv
R003-S13,スタッフR00313,R003_池袋店,アルバイト,1154,2024-01-18,10:00,15:12,0,5.2,False,6000.8,0.0,6000.8,0.0,shift_R003_202401.csv
R003-S14,スタッフR00314,R003_池袋店,アルバイト,1179,2024-01-18,20:30,03:06,45,6.6,True,7781.4,1945.35,9726.75,0.0,shift_R003_202401.csv
R003-S15,スタッフR00315,R003_池袋店,アルバイト,1077,2024-01-18,16:00,22:18,45,6.3,True,6785.1,1696.28,8481.38,0.0,shift_R003_202401.csv
R003-S16,スタッフR00316,R003_池袋店,パート,1243,2024-01-18,13:30,20:42,45,7.2,False,8949.6,0.0,8949.6,0.0,shift_R003_202401.csv
R003-S17,スタッフR00317,R003_池袋店,社員,1837,2024-01-18,10:00,14:24,0,4.4,False,8082.8,0.0,8082.8,0.0,shift_R003_202401.csv
R003-S18,スタッフR00318,R003_池袋店,アルバイト,1178,2024-01-18,12:00,15:06,0,3.1,False,3651.8,0.0,3651.8,0.0,shift_R003_202401.csv
R003-S19,スタッフR00319,R003_池袋店,パート,1175,2024-01-18,12:30,18:48,45,6.3,False,7402.5,0.0,7402.5,0.0,shift_R003_202401.csv
R003-S20,スタッフR00320,R003_池袋店,アルバイト,1137,2024-01-18,12:00,15:42,0,3.7,False,4206.9,0.0,4206.9,0.0,shift_R003_202401.csv
R003-S01,スタッフR00301,R003_池袋店,パート,1249,2024-01-19,17:30,23:36,45,6.1,True,7618.9,1904.72,9523.62,0.0,shift_R003_202401.csv
R003-S02,スタッフR00302,R003_池袋店,アルバイト,1139,2024-01-19,16:30,21:24,0,4.9,False,5581.1,0.0,5581.1,0.0,shift_R003_202401.csv
R003-S03,スタッフR00303,R003_池袋店,アルバイト,1138,2024-01-19,16:00,21:54,0,5.9,False,6714.2,0.0,6714.2,0.0,shift_R003_202401.csv
R003-S04,スタッフR00304,R003_池袋店,アルバイト,1120,2024-01-19,13:30,18:36,0,5.1,False,5712.0,0.0,5712.0,0.0,shift_R003_202401.csv
R003-S05,スタッフR00305,R003_池袋店,アルバイト,1107,2024-01-19,15:00,22:54,45,7.9,True,8745.3,2186.32,10931.62,0.0,shift_R003_202401.csv
R003-S06,スタッフR00306,R003_池袋店,アルバイト,1099,2024-01-19,21:30,01:06,0,3.6,True,3956.4,989.1,4945.5,0.0,shift_R003_202401.csv
R003-S07,スタッフR00307,R003_池袋店,アルバイト,1166,2024-01-19,21:00,00:42,0,3.7,True,4314.2,1078.55,5392.75,0.0,shift_R003_202401.csv
R003-S08,スタッフR00308,R003_池袋店,社員,2006,2024-01-19,10:30,16:06,0,5.6,False,11233.6,0.0,11233.6,0.0,shift_R003_202401.csv
R003-S09,スタッフR00309,R003_池袋店,アルバイト,1197,2024-01-19,19:00,23:12,0,4.2,True,5027.4,1256.85,6284.25,0.0,shift_R003_202401.csv
R003-S10,スタッフR00310,R003_池袋店,アルバイト,1051,2024-01-19,20:00,02:24,45,6.4,True,6726.4,1681.6,8408.0,0.0,shift_R003_202401.csv
R003-S11,スタッフR00311,R003_池袋店,アルバイト,1116,2024-01-19,19:30,01:36,45,6.1,True,6807.6,1701.9,8509.5,0.0,shift_R003_202401.csv
R003-S12,スタッフR00312,R003_池袋店,アルバイト,1094,2024-01-19,18:00,23:18,0,5.3,True,5798.2,1449.55,7247.75,0.0,shift_R003_202401.csv
R003-S13,スタッフR00313,R003_池袋店,アルバイト,1154,2024-01-19,17:30,22:36,0,5.1,True,5885.4,1471.35,7356.75,0.0,shift_R003_202401.csv
R003-S14,スタッフR00314,R003_池袋店,アルバイト,1179,2024-01-19,14:30,18:18,0,3.8,False,4480.2,0.0,4480.2,0.0,shift_R003_202401.csv
R003-S15,スタッフR00315,R003_池袋店,アルバイト,1077,2024-01-19,19:30,02:06,45,6.6,True,7108.2,1777.05,8885.25,0.0,shift_R003_202401.csv
R003-S16,スタッフR00316,R003_池袋店,パート,1243,2024-01-19,10:30,16:24,0,5.9,False,7333.7,0.0,7333.7,0.0,shift_R003_202401.csv
R003-S17,スタッフR00317,R003_池袋店,社員,1837,2024-01-19,11:30,18:30,45,7.0,False,12859.0,0.0,12859.0,0.0,shift_R003_202401.csv
R003-S18,スタッフR00318,R003_池袋店,アルバイト,1178,2024-01-19,14:30,17:54,0,3.4,False,4005.2,0.0,4005.2,0.0,shift_R003_202401.csv
R003-S19,スタッフR00319,R003_池袋店,パート,1175,2024-01-19,14:30,18:12,0,3.7,False,4347.5,0.0,4347.5,0.0,shift_R003_202401.csv
R003-S20,スタッフR00320,R003_池袋店,アルバイト,1137,2024-01-19,14:00,20:42,45,6.7,False,7617.9,0.0,7617.9,0.0,shift_R003_202401.csv
R003-S01,スタッフR00301,R003_池袋店,パート,1249,2024-01-20,19:00,01:18,45,6.3,True,7868.7,1967.18,9835.88,0.0,shift_R003_202401.csv
R003-S02,スタッフR00302,R003_池袋店,アルバイト,1139,2024-01-20,12:30,19:24,45,6.9,False,7859.1,0.0,7859.1,0.0,shift_R003_202401.csv
R003-S03,スタッフR00303,R003_池袋店,アルバイト,1138,2024-01-20,12:00,16:42,0,4.7,False,5348.6,0.0,5348.6,0.0,shift_R003_202401.csv
R003-S06,スタッフR00306,R003_池袋店,アルバイト,1099,2024-01-20,12:30,19:18,45,6.8,False,7473.2,0.0,7473.2,0.0,shift_R003_202401.csv
R003-S07,スタッフR00307,R003_池袋店,アルバイト,1166,2024-01-20,16:00,22:18,45,6.3,True,7345.8,1836.45,9182.25,0.0,shift_R003_202401.csv
R003-S08,スタッフR00308,R003_池袋店,社員,2006,2024-01-20,09:00,14:54,0,5.9,False,11835.4,0.0,11835.4,0.0,shift_R003_202401.csv
R003-S09,スタッフR00309,R003_池袋店,アルバイト,1197,2024-01-20,10:30,17:18,45,6.8,False,8139.6,0.0,8139.6,0.0,shift_R003_202401.csv
R003-S12,スタッフR00312,R003_池袋店,アルバイト,1094,2024-01-20,14:30,21:12,45,6.7,False,7329.8,0.0,7329.8,0.0,shift_R003_202401.csv
R003-S13,スタッフR00313,R003_池袋店,アルバイト,1154,2024-01-20,18:00,22:54,0,4.9,True,5654.6,1413.65,7068.25,0.0,shift_R003_202401.csv
R003-S14,スタッフR00314,R003_池袋店,アルバイト,1179,2024-01-20,17:30,21:12,0,3.7,False,4362.3,0.0,4362.3,0.0,shift_R003_202401.csv
R003-S15,スタッフR00315,R003_池袋店,アルバイト,1077,2024-01-20,10:30,18:06,45,7.6,False,8185.2,0.0,8185.2,0.0,shift_R003_202401.csv
R003-S16,スタッフR00316,R003_池袋店,パート,1243,2024-01-20,20:30,04:18,45,7.8,True,9695.4,2423.85,12119.25,0.0,shift_R003_202401.csv
R003-S17,スタッフR00317,R003_池袋店,社員,1837,2024-01-20,09:00,16:36,45,7.6,False,13961.2,0.0,13961.2,0.0,shift_R003_202401.csv
R003-S18,スタッフR00318,R003_池袋店,アルバイト,1178,2024-01-20,16:30,21:12,0,4.7,False,5536.6,0.0,5536.6,0.0,shift_R003_202401.csv
R003-S19,スタッフR00319,R003_池袋店,パート,1175,2024-01-20,11:30,17:48,45,6.3,False,7402.5,0.0,7402.5,0.0,shift_R003_202401.csv
R003-S20,スタッフR00320,R003_池袋店,アルバイト,1137,2024-01-20,20:00,02:42,45,6.7,True,7617.9,1904.48,9522.38,0.0,shift_R003_202401.csv
R003-S01,スタッフR00301,R003_池袋店,パート,1249,2024-01-21,13:30,19:54,45,6.4,False,7993.6,0.0,7993.6,0.0,shift_R003_202401.csv
R003-S02,スタッフR00302,R003_池袋店,アルバイト,1139,2024-01-21,15:00,21:24,45,6.4,False,7289.6,0.0,7289.6,0.0,shift_R003_202401.csv
R003-S03,スタッフR00303,R003_池袋店,アルバイト,1138,2024-01-21,10:30,14:00,0,3.5,False,3983.0,0.0,3983.0,0.0,shift_R003_202401.csv
R003-S05,スタッフR00305,R003_池袋店,アルバイト,1107,2024-01-21,13:30,17:48,0,4.3,False,4760.1,0.0,4760.1,0.0,shift_R003_202401.csv
R003-S07,スタッフR00307,R003_池袋店,アルバイト,1166,2024-01-21,10:00,17:48,45,7.8,False,9094.8,0.0,9094.8,0.0,shift_R003_202401.csv
R003-S08,スタッフR00308,R003_池袋店,社員,2006,2024-01-21,11:00,14:24,0,3.4,False,6820.4,0.0,6820.4,0.0,shift_R003_202401.csv
R003-S09,スタッフR00309,R003_池袋店,アルバイト,1197,2024-01-21,16:00,23:30,45,7.5,True,8977.5,2244.38,11221.88,0.0,shift_R003_202401.csv
R003-S10,スタッフR00310,R003_池袋店,アルバイト,1051,2024-01-21,14:30,19:48,0,5.3,False,5570.3,0.0,5570.3,0.0,shift_R003_202401.csv
R003-S11,スタッフR00311,R003_池袋店,アルバイト,1116,2024-01-21,20:30,04:06,45,7.6,True,8481.6,2120.4,10602.0,0.0,shift_R003_202401.csv
R003-S12,スタッフR00312,R003_池袋店,アルバイト,1094,2024-01-21,16:30,20:48,0,4.3,False,4704.2,0.0,4704.2,0.0,shift_R003_202401.csv
R003-S13,スタッフR00313,R003_池袋店,アルバイト,1154,2024-01-21,14:00,18:54,0,4.9,False,5654.6,0.0,5654.6,0.0,shift_R003_202401.csv
R003-S14,スタッフR00314,R003_池袋店,アルバイト,1179,2024-01-21,10:30,18:18,45,7.8,False,9196.2,0.0,9196.2,0.0,shift_R003_202401.csv
R003-S15,スタッフR00315,R003_池袋店,アルバイト,1077,2024-01-21,17:00,22:30,0,5.5,True,5923.5,1480.88,7404.38,0.0,shift_R003_202401.csv
R003-S16,スタッフR00316,R003_池袋店,パート,1243,2024-01-21,19:30,23:24,0,3.9,True,4847.7,1211.92,6059.62,0.0,shift_R003_202401.csv
R003-S17,スタッフR00317,R003_池袋店,社員,1837,2024-01-21,09:30,13:35,0,4.1,False,7531.7,0.0,7531.7,0.0,shift_R003_202401.csv
R003-S18,スタッフR00318,R003_池袋店,アルバイト,1178,2024-01-21,17:30,21:00,0,3.5,False,4123.0,0.0,4123.0,0.0,shift_R003_202401.csv
R003-S20,スタッフR00320,R003_池袋店,アルバイト,1137,2024-01-21,14:30,17:36,0,3.1,False,3524.7,0.0,3524.7,0.0,shift_R003_202401.csv
R003-S01,スタッフR00301,R003_池袋店,パート,1249,2024-01-22,20:00,03:42,45,7.7,True,9617.3,2404.32,12021.62,0.0,shift_R003_202401.csv
R003-S02,スタッフR00302,R003_池袋店,アルバイト,1139,2024-01-22,14:00,20:30,45,6.5,False,7403.5,0.0,7403.5,0.0,shift_R003_202401.csv
R003-S03,スタッフR00303,R003_池袋店,アルバイト,1138,2024-01-22,19:00,00:36,0,5.6,True,6372.8,1593.2,7966.0,0.0,shift_R003_202401.csv
